policy_tenure,age_of_car,age_of_policyholder,population_density,gross_weight,ncap_rating,is_claim
0.26245762777544,0.08,0.461538461538462,6108,1510,0,1
0.355949882688096,0.07,0.759615384615385,7788,1335,2,1
0.523174601107076,0.0,0.413461538461538,4990,1185,0,1
0.097711530536993,0.0,0.759615384615385,27742,1185,0,1
0.314404698438716,0.1,0.615384615384615,8794,1720,3,1
1.08096375099557,0.08,0.817307692307692,8794,1720,3,1
0.803523818254094,0.0,0.346153846153846,4076,1185,0,1
0.886086130913808,0.14,0.567307692307692,34738,1340,2,1
0.138031191646813,0.02,0.586538461538462,8794,1720,3,1
1.09227884814013,0.12,0.625,34738,1720,3,1
1.1615269508276,0.13,0.615384615384615,8794,1720,3,1
1.12464059177243,0.14,0.480769230769231,27003,1335,2,1
1.2340725230276,0.07,0.605769230769231,8794,1155,2,1
1.15669045180699,0.04,0.711538461538462,34738,1335,2,1
0.37698257102974,0.01,0.711538461538462,7788,1185,0,1
0.609510893142001,0.0,0.653846153846154,34791,1185,0,1
0.983092362528644,0.04,0.355769230769231,8794,1720,3,1
1.03950044466985,0.01,0.413461538461538,8794,1335,2,1
0.659097806103238,0.08,0.346153846153846,4076,1720,3,1
1.08193257394309,0.03,0.730769230769231,17804,1335,2,1
0.091389108246875,0.16,0.307692307692308,4076,1335,2,1
0.813392835491761,0.05,0.288461538461538,8794,1335,2,1
1.13344356975133,0.05,0.721153846153846,27742,1340,2,1
0.672208171123403,0.09,0.298076923076923,8794,1720,3,1
1.23139393242128,0.08,0.557692307692308,27003,1720,3,1
0.142648007672911,0.02,0.432692307692308,4076,1185,0,1
0.925320605103116,0.06,0.480769230769231,27003,1155,2,1
0.39681801913758,0.05,0.442307692307692,27003,1155,2,1
1.04099403442055,0.09,0.538461538461538,8794,1335,2,1
0.034161124553186,0.0,0.384615384615385,27003,1185,0,1
0.09116227899831,0.05,0.519230769230769,27003,1720,3,1
0.933315956549034,0.07,0.375,27742,1340,2,1
0.842792615981928,0.14,0.461538461538462,5410,1720,3,1
0.589823734387429,0.0,0.403846153846154,4076,1335,2,1
1.15365757868742,0.11,0.307692307692308,34738,1660,5,1
0.423939247425357,0.09,0.528846153846154,8794,1335,2,1
1.12696321871447,0.03,0.355769230769231,8794,1335,2,1
0.757997041280917,0.06,0.432692307692308,27003,1185,0,1
0.614907122273298,0.0,0.509615384615385,4076,1185,0,1
1.18621363651004,0.05,0.326923076923077,7788,1720,3,1
0.629695110969083,0.03,0.288461538461538,34738,1660,5,1
0.62600961439132,0.0,0.528846153846154,27003,1185,0,1
1.1476502949862,0.05,0.682692307692308,7788,1051,4,1
0.500892992214816,0.04,0.413461538461538,8794,1155,2,1
1.2242674728433,0.05,0.605769230769231,6112,1335,2,1
0.347214524468004,0.05,0.413461538461538,34738,1155,2,1
0.706489148597501,0.07,0.413461538461538,6112,1185,0,1
1.12360942731494,0.05,0.298076923076923,27003,1720,3,1
0.805120879870981,0.12,0.403846153846154,27003,1335,2,1
0.206042909011646,0.03,0.538461538461538,34738,1720,3,1
0.455793832005356,0.12,0.451923076923077,27003,1335,2,1
0.2389568021902,0.03,0.673076923076923,4990,1185,0,1
0.880156672071706,0.14,0.346153846153846,5410,1720,3,1
1.05356601533882,0.01,0.509615384615385,73430,1720,3,1
0.070988963680013,0.03,0.365384615384615,290,1185,0,1
0.163543893707036,0.02,0.346153846153846,27003,1410,0,1
1.0734801015295,0.05,0.375,7788,1410,0,1
0.699768425037812,0.13,0.625,34738,1335,2,1
0.082172822297207,0.01,0.375,34738,1510,0,1
0.648819001283291,0.06,0.423076923076923,7788,1185,0,1
0.593766977189341,0.11,0.288461538461538,8794,1720,3,1
0.770384442765549,0.02,0.576923076923077,34791,1340,2,1
1.15759126069354,0.04,0.538461538461538,7788,1185,0,1
0.856172929495242,0.01,0.538461538461538,5410,1185,0,1
1.06825596210688,0.08,0.317307692307692,34791,1335,2,1
0.710297542403829,0.01,0.461538461538462,5410,1340,2,1
1.09765041929119,0.13,0.615384615384615,35036,1410,0,1
1.01708814535803,0.03,0.394230769230769,8794,1335,2,1
1.0311794123011,0.06,0.605769230769231,13051,1335,2,1
1.13249417977076,0.06,0.586538461538462,8794,1335,2,1
0.112005146525917,0.06,0.548076923076923,13051,1051,4,1
1.08670678096336,0.11,0.442307692307692,4076,1051,4,1
0.434072018550531,0.14,0.355769230769231,6112,1335,2,1
0.511841381130357,0.06,0.471153846153846,17804,1335,2,1
0.098944308452819,0.02,0.740384615384615,6108,1410,0,1
1.12806320095359,0.02,0.509615384615385,8794,1720,3,1
0.361124493092346,0.0,0.394230769230769,4076,1185,0,1
0.024330513067135,0.0,0.519230769230769,34738,1185,0,1
1.0113999463549,0.13,0.346153846153846,27003,1335,2,1
0.807876837592288,0.06,0.538461538461538,27003,1720,3,1
1.18634543752496,0.09,0.480769230769231,7788,1335,2,1
1.05487205984363,0.08,0.471153846153846,7788,1335,2,1
1.04234445280497,0.06,0.461538461538462,8794,1335,2,1
0.458864310848986,0.05,0.644230769230769,34791,1335,2,1
0.466739745463421,0.05,0.625,34738,1185,0,1
1.0618090851888,0.05,0.403846153846154,8794,1720,3,1
0.894100341291924,0.02,0.326923076923077,4076,1185,0,1
0.587788696006895,0.02,0.451923076923077,35036,1185,0,1
0.076537475079318,0.0,0.701923076923077,4990,1185,0,1
0.290377177238388,0.19,0.317307692307692,73430,1335,2,1
1.03488907497981,0.07,0.288461538461538,27003,1335,2,1
1.1949116875121,0.13,0.355769230769231,27003,1720,3,1
0.003220824104923,0.01,0.528846153846154,8794,1490,5,1
1.1535371913775,0.07,0.846153846153846,8794,1720,3,1
1.21516237102989,0.1,0.576923076923077,8794,1335,2,1
1.22131308041532,0.1,0.288461538461538,4076,1335,2,1
1.17717704030697,0.07,0.461538461538462,27003,1335,2,1
0.886600581859048,0.0,0.509615384615385,13051,1185,0,1
0.610791594220612,0.18,0.423076923076923,8794,1335,2,1
1.01788414617421,0.12,0.336538461538461,8794,1720,3,1
0.849024405012898,0.12,0.432692307692308,27003,1335,2,1
1.19430137122785,0.1,0.769230769230769,8794,1720,3,1
0.429578906358433,0.11,0.346153846153846,8794,1720,3,1
0.23001925802128,0.0,0.413461538461538,34738,1335,2,1
0.097678803676077,0.0,0.384615384615385,16733,1185,0,1
0.869641555783779,0.03,0.355769230769231,27003,1340,2,1
1.18212932155256,0.06,0.307692307692308,5410,1340,2,1
1.1448268126363,0.14,0.403846153846154,8794,1660,5,1
1.056400008499,0.06,0.644230769230769,8794,1335,2,1
1.20287324442267,0.01,0.519230769230769,8794,1155,2,1
1.0450505567264,0.12,0.692307692307692,7788,1185,0,1
0.074217892296257,0.0,0.451923076923077,4076,1185,0,1
0.976286108165467,0.02,0.355769230769231,4076,1185,0,1
0.475162412602251,0.06,0.432692307692308,21622,1335,2,1
0.296392791655223,0.13,0.509615384615385,8794,1490,5,1
0.118678470444057,0.0,0.298076923076923,73430,1185,0,1
1.03568493437669,0.02,0.538461538461538,4076,1720,3,1
0.304461006659788,0.06,0.721153846153846,7788,1490,5,1
0.515257173552865,0.12,0.346153846153846,7788,1051,4,1
0.794058621266305,0.11,0.394230769230769,8794,1335,2,1
1.22327406198116,0.03,0.653846153846154,8794,1335,2,1
0.2629908961669,0.06,0.596153846153846,8794,1335,2,1
1.23610396322474,0.02,0.711538461538462,5410,1155,2,1
0.241318259462648,0.01,0.307692307692308,4076,1720,3,1
1.18483172524317,0.02,0.5,5410,1335,2,1
1.14129690851198,0.14,0.326923076923077,8794,1051,4,1
0.43384559582551,0.04,0.336538461538461,17804,1185,0,1
1.06883965872662,0.1,0.634615384615385,8794,1335,2,1
1.01819663437562,0.13,0.528846153846154,8794,1720,3,1
1.18292346175692,0.11,0.442307692307692,8794,1410,0,1
1.2392407052404,0.13,0.423076923076923,7788,1720,3,1
0.5432833499925,0.06,0.346153846153846,7788,1335,2,1
1.14982266404907,0.03,0.384615384615385,5410,1720,3,1
1.18830629824494,0.04,0.682692307692308,8794,1335,2,1
1.23978965672036,0.1,0.461538461538462,8794,1720,3,1
1.03046520607456,0.04,0.480769230769231,8794,1335,2,1
0.624920923020893,0.02,0.384615384615385,4076,1185,0,1
0.746235670792197,0.05,0.567307692307692,73430,1155,2,1
0.496939213079895,0.11,0.336538461538461,27003,1510,0,1
0.734977013669118,0.01,0.509615384615385,73430,1185,0,1
0.551831787875786,0.07,0.346153846153846,73430,1155,2,1
1.00346228940288,0.11,0.673076923076923,8794,1720,3,1
1.23130390013114,0.05,0.326923076923077,7788,1335,2,1
0.182097847492847,0.15,0.701923076923077,27003,1335,2,1
1.14323399957246,0.01,0.403846153846154,7788,1490,5,1
0.913099864538642,0.07,0.615384615384615,8794,1720,3,1
0.823427452466565,0.19,0.701923076923077,8794,1335,2,1
0.789051567642794,0.01,0.384615384615385,4076,1155,2,1
1.20848731789313,0.01,0.403846153846154,27003,1510,0,1
1.10288019155678,0.08,0.384615384615385,6108,1490,5,1
1.08759949425433,0.13,0.432692307692308,34738,1490,5,1
0.604611308473594,0.08,0.538461538461538,34738,1335,2,1
0.880583773589076,0.07,0.413461538461538,5410,1720,3,1
1.1534759299976,0.05,0.528846153846154,8794,1720,3,1
1.11857788890171,0.01,0.528846153846154,8794,1720,3,1
0.613467469691611,0.09,0.548076923076923,34738,1720,3,1
0.470808965958393,0.0,0.317307692307692,27742,1185,0,1
0.324440336716546,0.05,0.442307692307692,34738,1335,2,1
1.0245333790403,0.01,0.5,27003,1335,2,1
1.00896483793625,0.16,0.365384615384615,8794,1335,2,1
1.19768213128433,0.01,0.769230769230769,7788,1335,2,1
0.423133300047428,0.0,0.288461538461538,4076,1185,0,1
1.10550206194208,0.12,0.759615384615385,34738,1340,2,1
1.0144352753764,0.02,0.548076923076923,7788,1340,2,1
1.18793201660042,0.13,0.711538461538462,27003,1720,3,1
1.05965051287822,0.01,0.442307692307692,27742,1720,3,1
1.13414230663816,0.13,0.5,4076,1340,2,1
1.19224809142336,0.12,0.375,27003,1490,5,1
1.02255716562954,0.11,0.442307692307692,8794,1720,3,1
0.830993751775103,0.12,0.480769230769231,8794,1335,2,1
0.369649709608103,0.14,0.644230769230769,8794,1720,3,1
1.00811482598225,0.26,0.663461538461538,8794,1720,3,1
1.08540387240489,0.13,0.346153846153846,6112,1335,2,1
0.9994432598619,0.08,0.576923076923077,27003,1720,3,1
0.152152674782049,0.12,0.298076923076923,8794,1410,0,1
0.60997300410769,0.17,0.490384615384615,8794,1335,2,1
1.09575742823069,0.03,0.384615384615385,27003,1340,2,1
1.15236008384111,0.07,0.298076923076923,4076,1410,0,1
0.124089594783559,0.14,0.548076923076923,17804,1335,2,1
1.07923978597318,0.02,0.298076923076923,27742,1720,3,1
1.00267243579879,0.13,0.394230769230769,34738,1490,5,1
0.045833998629361,0.03,0.480769230769231,4076,1335,2,1
1.07821196182641,0.03,0.596153846153846,8794,1340,2,1
0.043715696241951,0.0,0.326923076923077,4076,1185,0,1
0.507143486455191,0.07,0.326923076923077,8794,1720,3,1
0.947543531899094,0.09,0.346153846153846,34738,1720,3,1
0.034837784826614,0.04,0.317307692307692,34738,1720,3,1
1.15891647049888,0.03,0.711538461538462,21622,1720,3,1
1.00532583092364,0.18,0.288461538461538,4076,1335,2,1
1.13389119329612,0.05,0.759615384615385,34738,1335,2,1
1.19480072279031,0.14,0.576923076923077,8794,1490,5,1
0.066728890093601,0.0,0.509615384615385,5410,1185,0,1
1.01333155905733,0.03,0.480769230769231,8794,1720,3,1
1.14175618960729,0.17,0.403846153846154,8794,1335,2,1
0.81663393003053,0.07,0.5,34738,1340,2,1
0.418889900315054,0.03,0.394230769230769,7788,1155,2,1
0.278498617790405,0.07,0.557692307692308,5410,1720,3,1
1.05571322357682,0.11,0.365384615384615,34791,1720,3,1
0.619811201046636,0.03,0.375,4076,1185,0,1
0.117863438290384,0.08,0.346153846153846,34791,1335,2,1
1.00214796841755,0.02,0.480769230769231,4990,1185,0,1
0.727119592064144,0.02,0.365384615384615,4990,1185,0,1
0.094355562664309,0.14,0.5,27003,1720,3,1
0.21115492054085,0.0,0.471153846153846,7788,1720,3,1
0.490727526633488,0.0,0.471153846153846,35036,1185,0,1
0.851122339912832,0.09,0.384615384615385,7788,1720,3,1
1.20139757784752,0.07,0.394230769230769,17804,1720,3,1
1.19227967469804,0.03,0.682692307692308,8794,1335,2,1
0.151610745555565,0.14,0.307692307692308,27003,1720,3,1
0.894712325130317,0.01,0.336538461538461,73430,1340,2,1
0.71520540603771,0.1,0.519230769230769,8794,1720,3,1
0.227509732555427,0.02,0.413461538461538,34738,1720,3,1
1.03287335959441,0.1,0.740384615384615,8794,1335,2,1
0.466339888776074,0.01,0.528846153846154,4076,1185,0,1
1.09694246688302,0.05,0.557692307692308,17804,1410,0,1
0.17860599104719,0.03,0.432692307692308,17804,1335,2,1
0.913036457722032,0.1,0.451923076923077,5410,1720,3,1
0.506796971757564,0.09,0.519230769230769,8794,1335,2,1
1.03245776829189,0.05,0.375,8794,1051,4,1
0.406388185748555,0.03,0.442307692307692,6112,1335,2,1
0.089876990615864,0.09,0.336538461538461,27003,1410,0,1
1.00575687608476,0.04,0.567307692307692,27003,1335,2,1
1.11411887046603,0.06,0.442307692307692,8794,1335,2,1
0.871146593869366,0.12,0.634615384615385,4076,1410,0,1
0.235839143539669,0.1,0.394230769230769,8794,1720,3,1
1.10929266566111,0.11,0.423076923076923,7788,1720,3,1
0.820442037927715,0.09,0.634615384615385,27003,1720,3,1
0.833224997741401,0.13,0.509615384615385,7788,1335,2,1
0.337376649575082,0.01,0.644230769230769,8794,1510,0,1
1.0962644654604,0.09,0.394230769230769,8794,1335,2,1
0.457778259479354,0.1,0.490384615384615,34738,1720,3,1
1.20679019761262,0.06,0.548076923076923,4076,1335,2,1
1.02978127215044,0.05,0.442307692307692,5410,1185,0,1
1.2409875512924,0.04,0.480769230769231,34791,1335,2,1
0.237525473980643,0.04,0.326923076923077,13051,1720,3,1
1.16318962521039,0.01,0.326923076923077,3264,1340,2,1
0.630309040502864,0.04,0.461538461538462,27003,1335,2,1
0.879170981495237,0.02,0.711538461538462,4990,1185,0,1
0.619869235478167,0.25,0.653846153846154,8794,1490,5,1
1.22258378018148,0.03,0.365384615384615,34738,1051,4,1
0.344448292326662,0.0,0.432692307692308,17804,1185,0,1
0.030199539421517,0.05,0.346153846153846,4076,1340,2,1
1.12288024617348,0.1,0.605769230769231,7788,1340,2,1
1.01330081722795,0.02,0.653846153846154,4076,1335,2,1
0.060200410180402,0.12,0.567307692307692,4076,1335,2,1
0.72849380055805,0.04,0.644230769230769,6108,1720,3,1
1.11744211608934,0.08,0.480769230769231,7788,1335,2,1
1.15164079445684,0.17,0.413461538461538,5410,1335,2,1
1.18581930096482,0.03,0.413461538461538,34791,1335,2,1
1.10379484669331,0.05,0.5,7788,1410,0,1
1.08623313457086,0.13,0.519230769230769,7788,1410,0,1
0.268602213514705,0.0,0.557692307692308,13051,1185,0,1
0.836329779031678,0.13,0.403846153846154,4076,1340,2,1
1.11455304407172,0.05,0.788461538461538,4076,1335,2,1
1.2297652504339,0.03,0.615384615384615,27003,1335,2,1
1.07550705124718,0.14,0.826923076923077,8794,1720,3,1
1.19001508515515,0.03,0.5,8794,1340,2,1
1.08417709759628,0.12,0.528846153846154,8794,1335,2,1
0.269767365150336,0.01,0.576923076923077,4076,1185,0,1
0.074043583532591,0.05,0.365384615384615,4076,1185,0,1
1.19497108576758,0.07,0.509615384615385,3264,1335,2,1
0.454284824209451,0.1,0.442307692307692,27003,1720,3,1
0.9681356342407,0.1,0.365384615384615,34738,1410,0,1
0.854980908638045,0.12,0.548076923076923,17804,1720,3,1
0.346745270148564,0.0,0.451923076923077,34738,1185,0,1
0.810057411875693,0.01,0.413461538461538,4076,1185,0,1
1.06990430488638,0.05,0.548076923076923,7788,1051,4,1
0.969210305380124,0.04,0.538461538461538,73430,1185,0,1
0.399430430449531,0.0,0.461538461538462,27003,1335,2,1
1.01772394540756,0.06,0.538461538461538,8794,1185,0,1
0.618025848396086,0.01,0.528846153846154,34738,1185,0,1
0.447282162133689,0.14,0.653846153846154,27003,1720,3,1
1.14109318487296,0.08,0.557692307692308,7788,1335,2,1
1.12894495733062,0.07,0.461538461538462,17804,1155,2,1
0.894341706159063,0.08,0.442307692307692,34791,1335,2,1
1.08628579105231,0.1,0.355769230769231,34738,1720,3,1
0.078016818245717,0.0,0.307692307692308,4076,1185,0,1
0.238088785603149,0.11,0.586538461538462,6112,1720,3,1
0.959413783331142,0.0,0.548076923076923,34738,1185,0,1
0.794546098198343,0.0,0.663461538461538,34738,1185,0,1
0.230973361490947,0.04,0.75,4076,1185,0,1
0.344074076767054,0.05,0.519230769230769,17804,1155,2,1
0.847971330816926,0.11,0.567307692307692,8794,1720,3,1
1.03430833567496,0.1,0.365384615384615,8794,1720,3,1
0.99858894212946,0.08,0.528846153846154,27003,1720,3,1
1.23495975631043,0.03,0.432692307692308,7788,1410,0,1
0.682935134336496,0.11,0.471153846153846,34738,1720,3,1
0.668957768913836,0.05,0.471153846153846,34738,1335,2,1
0.599403830493773,0.12,0.471153846153846,8794,1335,2,1
1.06172074302972,0.03,0.451923076923077,8794,1340,2,1
0.5794643986795,0.04,0.298076923076923,34738,1335,2,1
0.094478510286715,0.04,0.442307692307692,6112,1335,2,1
1.00736869496358,0.05,0.490384615384615,7788,1410,0,1
1.03778911452333,0.08,0.480769230769231,4076,1490,5,1
0.717846875941097,0.03,0.432692307692308,27003,1185,0,1
0.354092468383372,0.12,0.355769230769231,34791,1155,2,1
0.509648450085407,0.15,0.413461538461538,21622,1490,5,1
1.17243826088937,0.11,0.519230769230769,13051,1720,3,1
0.010806478087366,0.0,0.586538461538462,4076,1185,0,1
1.04713549148294,0.03,0.471153846153846,34738,1155,2,1
0.434251151933659,0.04,0.528846153846154,4990,1340,2,1
0.357367163715603,0.0,0.788461538461538,4990,1185,0,1
0.054996316852478,0.0,0.740384615384615,34738,1185,0,1
0.967315710646965,0.07,0.326923076923077,16206,1720,3,1
1.08671429344153,0.04,0.346153846153846,27003,1051,4,1
1.14748039315206,0.15,0.288461538461538,8794,1335,2,1
0.641326141469255,0.01,0.432692307692308,4076,1340,2,1
0.052325072372984,0.0,0.471153846153846,34791,1185,0,1
1.01230408906094,0.17,0.615384615384615,8794,1335,2,1
1.00361029398834,0.08,0.355769230769231,4076,1340,2,1
0.679845709598802,0.01,0.471153846153846,4076,1335,2,1
0.040828343106397,0.0,0.538461538461538,73430,1185,0,1
0.833741818264962,0.1,0.519230769230769,34738,1410,0,1
1.01553174868263,0.04,0.451923076923077,27003,1340,2,1
1.15114875242476,0.06,0.346153846153846,21622,1720,3,1
0.067319940583064,0.11,0.490384615384615,27742,1185,0,1
0.053910037083325,0.16,0.519230769230769,8794,1340,2,1
1.06952863765703,0.12,0.548076923076923,8794,1335,2,1
0.516218126369572,0.05,0.375,8794,1335,2,1
0.672673364699263,0.02,0.346153846153846,34738,1410,0,1
0.141458249077412,0.0,0.394230769230769,34738,1340,2,1
0.328696270785009,0.04,0.394230769230769,34791,1335,2,1
1.03765989329108,0.22,0.807692307692308,8794,1720,3,1
0.629794905925799,0.01,0.346153846153846,73430,1185,0,1
0.164587995580542,0.11,0.461538461538462,8794,1720,3,1
1.24431110759342,0.03,0.442307692307692,73430,1185,0,1
0.200890856613356,0.0,0.384615384615385,34738,1335,2,1
0.841849901789132,0.04,0.355769230769231,4076,1720,3,1
0.179211817219287,0.03,0.519230769230769,34791,1720,3,1
0.295302148776488,0.01,0.384615384615385,8794,1720,3,1
0.086449861508161,0.0,0.346153846153846,6108,1185,0,1
0.184808355208882,0.0,0.557692307692308,4076,1185,0,1
0.08106204950413,0.01,0.346153846153846,4076,1185,0,1
1.09348332875333,0.01,0.471153846153846,7788,1051,4,1
1.14354137537134,0.03,0.615384615384615,34791,1335,2,1
1.10040329105983,0.04,0.355769230769231,8794,1720,3,1
0.340935599714598,0.05,0.596153846153846,13051,1335,2,1
1.16344531769878,0.03,0.307692307692308,17804,1340,2,1
1.05613910724625,0.08,0.557692307692308,3264,1335,2,1
0.058651676906898,0.09,0.336538461538461,7788,1410,0,1
0.947933595048951,0.03,0.288461538461538,34791,1185,0,1
1.06060226668147,0.01,0.451923076923077,7788,1185,0,1
0.062732825769723,0.02,0.403846153846154,5410,1185,0,1
0.688643152603797,0.02,0.355769230769231,4076,1335,2,1
0.523390100554173,0.1,0.451923076923077,8794,1335,2,1
1.13001816389148,0.0,0.5,4076,1185,0,1
0.468932516370095,0.1,0.346153846153846,73430,1051,4,1
1.09579277868254,0.14,0.605769230769231,4076,1335,2,1
0.135620412792681,0.01,0.538461538461538,8794,1051,4,1
1.08582300830601,0.01,0.394230769230769,34791,1335,2,1
1.23153765396924,0.04,0.346153846153846,7788,1155,2,1
0.883919347103782,0.07,0.375,34738,1410,0,1
0.142358023571831,0.0,0.576923076923077,73430,1185,0,1
0.575381479992514,0.05,0.384615384615385,34738,1335,2,1
0.846966389561832,0.1,0.413461538461538,8794,1720,3,1
1.02142859846958,0.02,0.461538461538462,8794,1335,2,1
0.312673709885452,0.1,0.288461538461538,4076,1335,2,1
0.150580779309236,0.0,0.480769230769231,34738,1185,0,1
0.094393205645528,0.08,0.490384615384615,290,1410,0,1
1.16794378611547,0.1,0.836538461538462,6112,1155,2,1
0.997473640266503,0.05,0.471153846153846,8794,1340,2,1
1.01794552867978,0.19,0.548076923076923,27742,1720,3,1
1.16396943990761,0.07,0.721153846153846,8794,1335,2,1
1.23284945902764,0.06,0.711538461538462,8794,1720,3,1
0.794615359636985,0.02,0.432692307692308,73430,1185,0,1
0.433857139521257,0.02,0.682692307692308,5410,1335,2,1
0.097474307401094,0.11,0.355769230769231,290,1510,0,1
0.579017269457165,0.04,0.451923076923077,290,1410,0,1
0.511262536359209,0.12,0.538461538461538,73430,1410,0,1
0.063639915421006,0.0,0.528846153846154,8794,1335,2,1
1.13914608067113,0.11,0.567307692307692,8794,1720,3,1
0.215122433323941,0.02,0.307692307692308,16733,1185,0,1
0.485608962623129,0.08,0.413461538461538,4076,1340,2,1
0.950325231629236,0.0,0.663461538461538,73430,1185,0,1
0.629633151467218,0.04,0.365384615384615,4076,1720,3,1
1.02065170242452,0.01,0.480769230769231,27003,1510,0,1
1.14049641743777,0.15,0.509615384615385,27003,1720,3,1
0.236826134715047,0.02,0.423076923076923,4076,1410,0,1
0.889918970800394,0.05,0.355769230769231,27003,1335,2,1
0.971773727477849,0.11,0.413461538461538,5410,1720,3,1
0.086712920340526,0.05,0.451923076923077,4076,1410,0,1
0.688653729290382,0.16,0.384615384615385,7788,1335,2,1
0.949183984304828,0.12,0.336538461538461,8794,1720,3,1
0.833269333260712,0.0,0.634615384615385,4076,1185,0,1
0.592323361446832,0.02,0.538461538461538,27003,1051,4,1
0.762061970281315,0.16,0.413461538461538,13051,1720,3,1
