policy_tenure,age_of_car,age_of_policyholder,population_density,max_torque,max_power,airbags,displacement,cylinder,gear_box,turning_radius,length,width,height,gross_weight,ncap_rating,is_claim
0.603937847971299,0.06,0.288461538461538,27003,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
1.14888437213433,0.05,0.394230769230769,27003,497200.0,531000.0,6,1197,4,5,4.85,3990,1745,1500,1410,0,1
1.18303944200554,0.11,0.317307692307692,8794,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
1.19979708616062,0.03,0.692307692307692,16733,279140.0,296376.0,2,998,3,5,4.7,3655,1620,1675,1340,2,1
1.23955862756948,0.07,0.5,7788,279140.0,296376.0,2,998,3,5,4.7,3655,1620,1675,1340,2,1
0.728001494750822,0.03,0.625,17804,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
1.05965051287822,0.01,0.442307692307692,27742,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
0.209657326726303,0.1,0.326923076923077,27003,279140.0,296376.0,2,998,3,5,4.7,3655,1620,1675,1340,2,1
0.61371190905846,0.08,0.394230769230769,34738,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.991843327372701,0.0,0.576923076923077,73430,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
1.1481022831515,0.04,0.451923076923077,34791,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
0.810749809981363,0.12,0.432692307692308,8794,497200.0,531000.0,6,1197,4,5,4.85,3990,1745,1500,1410,0,1
0.515733660105753,0.03,0.355769230769231,4076,600000.0,355080.0,2,1497,4,5,5.0,3990,1755,1523,1490,5,1
0.197617317888625,0.0,0.461538461538462,8794,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
0.06021396342865,0.15,0.605769230769231,27003,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.344733868941702,0.05,0.375,4076,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
1.1949116875121,0.13,0.355769230769231,27003,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
1.05529592930611,0.06,0.451923076923077,8794,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
1.16896805051011,0.14,0.442307692307692,5410,600000.0,355080.0,2,1497,4,5,5.0,3990,1755,1523,1490,5,1
0.921033601095295,0.04,0.730769230769231,17804,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
0.165893639845388,0.04,0.471153846153846,5410,600000.0,355080.0,2,1497,4,5,5.0,3990,1755,1523,1490,5,1
1.07738726948958,0.04,0.605769230769231,8794,255000.0,370080.0,1,1196,4,5,4.5,3675,1475,1825,1510,0,1
0.800891230771306,0.01,0.432692307692308,8794,279140.0,296376.0,2,998,3,5,4.7,3655,1620,1675,1340,2,1
1.00267272210487,0.1,0.384615384615385,34738,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
1.13255108625723,0.04,0.711538461538462,7788,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
1.18130133352747,0.05,0.432692307692308,8794,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
0.011923588645313,0.13,0.355769230769231,27003,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.44949689396544,0.02,0.355769230769231,6108,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
0.647142082285512,0.1,0.394230769230769,4990,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
1.13507243421695,0.02,0.394230769230769,8794,350000.0,352404.0,2,1498,4,5,4.9,3995,1695,1501,1051,4,1
1.11622100500877,0.03,0.692307692307692,8794,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.579017269457165,0.04,0.451923076923077,290,497200.0,531000.0,6,1197,4,5,4.85,3990,1745,1500,1410,0,1
1.13212121799612,0.01,0.317307692307692,4076,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
0.010190653034524,0.0,0.509615384615385,27003,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
0.831578179149286,0.01,0.471153846153846,34738,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
0.200796512694769,0.01,0.538461538461538,6112,279140.0,296376.0,2,998,3,5,4.7,3655,1620,1675,1340,2,1
0.717846875941097,0.03,0.432692307692308,27003,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
0.413123062336109,0.01,0.394230769230769,4076,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
1.12079868957463,0.05,0.442307692307692,6112,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
1.1891655773231,0.08,0.394230769230769,5410,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
1.00896483793625,0.16,0.365384615384615,8794,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.291664773000596,0.09,0.471153846153846,7788,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.344094748247878,0.15,0.413461538461538,27003,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
1.02287811479768,0.09,0.413461538461538,34738,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.362495485910668,0.16,0.451923076923077,27003,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
1.19192080337948,0.04,0.403846153846154,27003,386750.0,368830.0,2,999,3,5,5.0,3731,1579,1490,1155,2,1
1.16692399051049,0.01,0.548076923076923,4076,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
1.12832433613169,0.06,0.576923076923077,4076,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
1.06060226668147,0.01,0.451923076923077,7788,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
0.350715997794586,0.09,0.490384615384615,8794,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.840528226654506,0.01,0.403846153846154,6112,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
0.523174601107076,0.0,0.413461538461538,4990,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
0.328696270785009,0.04,0.394230769230769,34791,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.526403320447394,0.0,0.394230769230769,65567,279140.0,296376.0,2,998,3,5,4.7,3655,1620,1675,1340,2,1
1.08759949425433,0.13,0.432692307692308,34738,600000.0,355080.0,2,1497,4,5,5.0,3990,1755,1523,1490,5,1
0.286588899797832,0.05,0.548076923076923,4076,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
0.093779367286096,0.01,0.298076923076923,5410,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
1.20882196656882,0.02,0.461538461538462,5410,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.942936438113215,0.11,0.451923076923077,27003,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.298244341123189,0.01,0.576923076923077,8794,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
1.03442403564649,0.02,0.442307692307692,8794,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
1.03597839424883,0.14,0.682692307692308,34738,350000.0,352404.0,2,1498,4,5,4.9,3995,1695,1501,1051,4,1
1.00781401914311,0.16,0.375,8794,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
0.788200497959828,0.02,0.298076923076923,35036,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
0.218862690879092,0.0,0.403846153846154,27003,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
0.813554062110599,0.01,0.759615384615385,8794,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.098506870713572,0.0,0.576923076923077,5410,350000.0,352404.0,2,1498,4,5,4.9,3995,1695,1501,1051,4,1
0.035475189283191,0.01,0.586538461538462,35036,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
1.14386847209415,0.05,0.375,5410,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.622804667194288,0.07,0.432692307692308,34738,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
0.040850716885263,0.0,0.490384615384615,73430,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
1.08628579105231,0.1,0.355769230769231,34738,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
0.856802228903261,0.12,0.5,6112,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
0.500945735013036,0.04,0.711538461538462,4076,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
1.02978127215044,0.05,0.442307692307692,5410,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
1.0962644654604,0.09,0.394230769230769,8794,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
1.03939900016859,0.05,0.644230769230769,7788,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.25603449214543,0.07,0.298076923076923,8794,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.487922824066006,0.07,0.480769230769231,7788,497200.0,531000.0,2,1197,4,5,4.8,3995,1735,1515,1335,2,1
0.520078909757229,0.15,0.480769230769231,8794,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
1.01633745481617,0.13,0.701923076923077,7788,279140.0,296376.0,2,998,3,5,4.7,3655,1620,1675,1340,2,1
1.09631107741321,0.13,0.307692307692308,8794,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
1.10095958207506,0.03,0.365384615384615,34738,279140.0,296376.0,2,998,3,5,4.7,3655,1620,1675,1340,2,1
0.354194700290698,0.1,0.423076923076923,8794,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.776478364883757,0.21,0.394230769230769,17804,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
0.878333533221035,0.06,0.634615384615385,6112,497200.0,531000.0,6,1197,4,5,4.85,3990,1745,1500,1410,0,1
0.067836449655844,0.05,0.326923076923077,34738,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
0.011515308250076,0.0,0.346153846153846,5410,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
0.590186336906212,0.01,0.326923076923077,27003,600000.0,355080.0,2,1497,4,5,5.0,3990,1755,1523,1490,5,1
0.720953938560339,0.14,0.730769230769231,8794,600000.0,355080.0,2,1497,4,5,5.0,3990,1755,1523,1490,5,1
0.342880429530532,0.02,0.759615384615385,8794,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.045833998629361,0.03,0.480769230769231,4076,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.879170981495237,0.02,0.711538461538462,4990,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
0.747791182364157,0.12,0.519230769230769,8794,279140.0,296376.0,2,998,3,5,4.7,3655,1620,1675,1340,2,1
0.78097169970692,0.02,0.5,4076,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
0.395915886454689,0.16,0.480769230769231,8794,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
0.287910706548474,0.0,0.336538461538461,34738,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
0.691729155716431,0.11,0.442307692307692,34791,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
1.14457109498303,0.16,0.336538461538461,4076,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
1.17461701260929,0.01,0.519230769230769,7788,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
0.306468681756812,0.05,0.490384615384615,8794,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
1.06315416722587,0.09,0.557692307692308,4076,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
0.130733075949309,0.0,0.403846153846154,4076,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
1.14530866068074,0.1,0.576923076923077,8794,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
1.1271203543493,0.13,0.644230769230769,8794,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
0.905760031932448,0.01,0.682692307692308,16206,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
0.42873751694897,0.03,0.5,65567,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
1.24528410898104,0.09,0.413461538461538,34738,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
1.01333155905733,0.03,0.480769230769231,8794,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
1.23025835228368,0.07,0.480769230769231,8794,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
0.337050344520586,0.0,0.461538461538462,34738,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
0.071839619929935,0.0,0.548076923076923,34738,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
1.02652052551808,0.04,0.596153846153846,8794,255000.0,370080.0,1,1196,4,5,4.5,3675,1475,1825,1510,0,1
1.00791256226108,0.06,0.365384615384615,6108,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
1.1939659034709,0.1,0.644230769230769,5410,350000.0,352404.0,2,1498,4,5,4.9,3995,1695,1501,1051,4,1
1.17829954866788,0.11,0.451923076923077,5410,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
1.03195753024864,0.03,0.625,4076,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
1.07023711983505,0.13,0.451923076923077,34738,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
1.1534759299976,0.05,0.528846153846154,8794,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
0.522760824788065,0.12,0.471153846153846,8794,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
0.177089897952137,0.02,0.307692307692308,27742,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
1.03512243227977,0.06,0.509615384615385,8794,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
1.11385957134837,0.07,0.384615384615385,7788,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.63677313668434,0.12,0.557692307692308,21622,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.299277308829354,0.0,0.423076923076923,27003,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
0.105491119641346,0.03,0.519230769230769,34738,279140.0,296376.0,2,998,3,5,4.7,3655,1620,1675,1340,2,1
0.699768425037812,0.13,0.625,34738,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.432988364137948,0.11,0.432692307692308,34738,255000.0,370080.0,1,1196,4,5,4.5,3675,1475,1825,1510,0,1
0.672571532314389,0.07,0.442307692307692,8794,386750.0,368830.0,2,999,3,5,5.0,3731,1579,1490,1155,2,1
0.12632971877363,0.13,0.375,27003,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.346745270148564,0.0,0.451923076923077,34738,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
0.395385422849786,0.03,0.605769230769231,27003,497200.0,531000.0,2,1197,4,5,4.8,3995,1735,1515,1335,2,1
0.222461589045812,0.12,0.798076923076923,17804,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.93095383580075,0.09,0.480769230769231,73430,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
0.262337458212304,0.01,0.653846153846154,27003,279140.0,296376.0,2,998,3,5,4.7,3655,1620,1675,1340,2,1
1.22575785895608,0.11,0.605769230769231,34791,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.977607226773522,0.13,0.548076923076923,8794,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
0.899845886558101,0.02,0.375,4076,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
1.06609236635082,0.16,0.442307692307692,7788,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
1.10166627414883,0.01,0.644230769230769,8794,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
1.1926790689102,0.07,0.75,8794,497200.0,531000.0,6,1197,4,5,4.85,3990,1745,1500,1410,0,1
0.1118910826899,0.0,0.740384615384615,4076,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
1.24297649056637,0.1,0.586538461538462,8794,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
1.0091072387298,0.16,0.576923076923077,8794,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
0.823427452466565,0.19,0.701923076923077,8794,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
1.04762642648489,0.14,0.451923076923077,8794,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
1.22620967238475,0.01,0.307692307692308,27003,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
1.23268877950539,0.05,0.711538461538462,34738,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
1.05838406973003,0.22,0.548076923076923,8794,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
0.082668322462106,0.04,0.548076923076923,34738,680000.0,650980.0,2,1199,3,6,5.1,3993,1811,1606,1660,5,1
1.06179031696664,0.1,0.480769230769231,8794,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
1.17610600564793,0.15,0.721153846153846,8794,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
1.14449620275855,0.02,0.519230769230769,27742,497200.0,531000.0,6,1197,4,5,4.85,3990,1745,1500,1410,0,1
1.16074333585007,0.07,0.653846153846154,8794,279140.0,296376.0,2,998,3,5,4.7,3655,1620,1675,1340,2,1
0.404894461687462,0.03,0.413461538461538,27003,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
0.520913883783221,0.18,0.567307692307692,8794,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
1.09357087870003,0.04,0.586538461538462,34738,497200.0,531000.0,2,1197,4,5,4.8,3995,1735,1515,1335,2,1
0.116707307213134,0.07,0.644230769230769,27003,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
1.00278316484551,0.08,0.423076923076923,17804,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
1.13239884326068,0.05,0.326923076923077,27742,350000.0,352404.0,2,1498,4,5,4.9,3995,1695,1501,1051,4,1
0.926348831004191,0.02,0.394230769230769,5410,350000.0,352404.0,2,1498,4,5,4.9,3995,1695,1501,1051,4,1
0.765825161678373,0.03,0.403846153846154,27003,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
0.329658839375235,0.12,0.605769230769231,8794,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
1.21601968619912,0.02,0.288461538461538,27003,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.094549018161497,0.09,0.346153846153846,8794,350000.0,352404.0,2,1498,4,5,4.9,3995,1695,1501,1051,4,1
1.06683389589831,0.01,0.644230769230769,4076,279140.0,296376.0,2,998,3,5,4.7,3655,1620,1675,1340,2,1
1.06778161136339,0.12,0.663461538461538,8794,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.43289415688736,0.0,0.644230769230769,17804,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
0.47428433613458,0.19,0.528846153846154,8794,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.065284979991946,0.0,0.451923076923077,8794,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.287212590455829,0.1,0.480769230769231,17804,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
1.07270197144599,0.1,0.461538461538462,8794,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
1.1936156197186,0.09,0.528846153846154,7788,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
0.714081784393192,0.03,0.432692307692308,7788,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
1.12034030323303,0.1,0.586538461538462,7788,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.074043583532591,0.05,0.365384615384615,4076,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
0.846966389561832,0.1,0.413461538461538,8794,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
0.08817608860494,0.02,0.317307692307692,8794,279140.0,296376.0,2,998,3,5,4.7,3655,1620,1675,1340,2,1
1.2392407052404,0.13,0.423076923076923,7788,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
1.09387830495847,0.06,0.326923076923077,34738,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
0.099846514972686,0.08,0.432692307692308,8794,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.095522004414949,0.09,0.346153846153846,8794,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
0.484586908080018,0.06,0.355769230769231,27003,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.758344884127285,0.04,0.336538461538461,7788,386750.0,368830.0,2,999,3,5,5.0,3731,1579,1490,1155,2,1
0.713039292921535,0.07,0.423076923076923,8794,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
1.1710367459019,0.06,0.442307692307692,34791,600000.0,355080.0,2,1497,4,5,5.0,3990,1755,1523,1490,5,1
0.124650976496787,0.0,0.326923076923077,4076,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
0.184838609467188,0.0,0.442307692307692,4990,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
1.08637086058168,0.14,0.596153846153846,27003,687500.0,453800.0,6,1493,4,6,5.2,4300,1790,1635,1720,3,1
1.10541151066051,0.08,0.528846153846154,27003,497200.0,531000.0,2,1197,4,5,4.8,3845,1735,1530,1335,2,1
0.967696265833002,0.1,0.355769230769231,16206,279140.0,296376.0,2,998,3,5,4.7,3655,1620,1675,1340,2,1
0.704331624928523,0.0,0.538461538461538,13051,210000.0,242160.0,2,796,3,5,4.6,3445,1515,1475,1185,0,1
0.733643495447805,0.12,0.346153846153846,6112,279140.0,296376.0,2,998,3,5,4.7,3655,1620,1675,1340,2,1
