policy_tenure,age_of_car,age_of_policyholder,population_density,make,max_power,airbags,cylinder,transmission_type,gear_box,width,height,gross_weight,ncap_rating,is_claim
0.120232528220486,0.09,0.586538461538462,7788,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.590723097958327,0.21,0.932692307692308,27003,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.913036457722032,0.1,0.451923076923077,5410,3,453800.0,6,4,0,6,1790,1635,1720,3,1
1.19974650181848,0.13,0.423076923076923,7788,1,296376.0,2,3,1,5,1620,1675,1340,2,1
0.741789008442667,0.01,0.471153846153846,7788,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.965194486123161,0.02,0.365384615384615,73430,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.599037710477083,0.14,0.403846153846154,8794,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.394363313043009,0.13,0.403846153846154,34738,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.443532110103788,0.09,0.365384615384615,27003,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.879170981495237,0.02,0.711538461538462,4990,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.527936830934256,0.05,0.557692307692308,7788,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.291664773000596,0.09,0.471153846153846,7788,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.16005451239981,0.1,0.5,8794,1,531000.0,2,4,1,5,1735,1530,1335,2,1
0.905760031932448,0.01,0.682692307692308,16206,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.145937222374084,0.06,0.538461538461538,4076,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.14242018488675,0.1,0.634615384615385,27003,1,370080.0,1,4,1,5,1475,1825,1510,0,1
0.533188441498767,0.01,0.615384615384615,34738,1,296376.0,2,3,1,5,1620,1675,1340,2,1
1.13881179746112,0.01,0.423076923076923,4076,5,352404.0,2,4,1,5,1695,1501,1051,4,1
1.24323760222518,0.18,0.384615384615385,8794,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.15669045180699,0.04,0.711538461538462,34738,1,531000.0,2,4,1,5,1735,1530,1335,2,1
0.925320605103116,0.06,0.480769230769231,27003,2,368830.0,2,3,0,5,1579,1490,1155,2,1
1.11094995623755,0.16,0.375,8794,3,453800.0,6,4,0,6,1790,1635,1720,3,1
1.03381911164742,0.07,0.634615384615385,27742,3,453800.0,6,4,0,6,1790,1635,1720,3,1
1.04517434643926,0.02,0.625,8794,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.16075193277271,0.03,0.490384615384615,7788,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.717846875941097,0.03,0.432692307692308,27003,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.697525740335958,0.0,0.586538461538462,4076,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.461625884755354,0.07,0.490384615384615,7788,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.583428641805454,0.0,0.557692307692308,5410,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.565805562268782,0.11,0.355769230769231,8794,1,531000.0,6,4,0,5,1745,1500,1410,0,1
0.61925303768854,0.01,0.384615384615385,4990,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.1118910826899,0.0,0.740384615384615,4076,1,242160.0,2,3,1,5,1515,1475,1185,0,1
1.15836502417845,0.08,0.490384615384615,4076,5,352404.0,2,4,1,5,1695,1501,1051,4,1
0.288017103024804,0.0,0.317307692307692,4076,1,242160.0,2,3,1,5,1515,1475,1185,0,1
1.01140403087286,0.06,0.528846153846154,7788,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.594331629150455,0.11,0.538461538461538,4076,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.09315514587527,0.02,0.298076923076923,27003,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.096756782928687,0.35,0.394230769230769,27003,1,531000.0,2,4,1,5,1735,1530,1335,2,1
0.274537976564819,0.14,0.538461538461538,6112,1,531000.0,2,4,1,5,1735,1530,1335,2,1
0.509051319905814,0.11,0.355769230769231,5410,4,355080.0,2,4,1,5,1755,1523,1490,5,1
1.08722666012472,0.04,0.586538461538462,8794,3,453800.0,6,4,0,6,1790,1635,1720,3,1
1.19816167587647,0.08,0.586538461538462,8794,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.531346509282015,0.02,0.423076923076923,27003,4,355080.0,2,4,1,5,1755,1523,1490,5,1
0.811005280219742,0.12,0.394230769230769,34738,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.00275881502989,0.23,0.471153846153846,8794,2,368830.0,2,3,0,5,1579,1490,1155,2,1
0.811767840066807,0.0,0.432692307692308,4076,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.490406709760634,0.03,0.375,6108,1,242160.0,2,3,1,5,1515,1475,1185,0,1
1.02203699546321,0.02,0.682692307692308,27003,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.839707526557703,0.02,0.605769230769231,34738,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.746728650931068,0.11,0.384615384615385,8794,3,453800.0,6,4,0,6,1790,1635,1720,3,1
1.21698308167581,0.07,0.423076923076923,27003,3,453800.0,6,4,0,6,1790,1635,1720,3,1
1.10014076924604,0.09,0.586538461538462,34791,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.267677195079293,0.13,0.423076923076923,27003,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.1401995747702,0.04,0.471153846153846,6108,1,531000.0,2,4,1,5,1735,1530,1335,2,1
0.883175336299053,0.08,0.471153846153846,7788,2,368830.0,2,3,0,5,1579,1490,1155,2,1
1.08449598979345,0.13,0.394230769230769,17804,3,453800.0,6,4,0,6,1790,1635,1720,3,1
1.12500133917301,0.03,0.375,5410,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.736543836540109,0.07,0.403846153846154,27003,1,531000.0,2,4,1,5,1735,1530,1335,2,1
0.974051096176413,0.03,0.548076923076923,6108,1,531000.0,2,4,1,5,1735,1530,1335,2,1
0.583189688545383,0.02,0.423076923076923,34738,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.19161120025257,0.01,0.461538461538462,27003,1,531000.0,2,4,1,5,1735,1530,1335,2,1
0.734977013669118,0.01,0.509615384615385,73430,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.402303445814895,0.01,0.384615384615385,27003,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.438059084928158,0.07,0.548076923076923,3264,1,531000.0,6,4,0,5,1745,1500,1410,0,1
1.0289069466111,0.03,0.653846153846154,34791,1,531000.0,2,4,0,5,1735,1515,1335,2,1
0.99217527178834,0.06,0.336538461538461,4990,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.03245776829189,0.05,0.375,8794,5,352404.0,2,4,1,5,1695,1501,1051,4,1
0.145898229013691,0.0,0.298076923076923,35036,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.07150644779824,0.02,0.346153846153846,8794,3,453800.0,6,4,0,6,1790,1635,1720,3,1
1.02185395158127,0.03,0.403846153846154,7788,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.592323361446832,0.02,0.538461538461538,27003,5,352404.0,2,4,1,5,1695,1501,1051,4,1
0.07929648593067,0.0,0.307692307692308,3264,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.346745270148564,0.0,0.451923076923077,34738,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.891346381933527,0.14,0.480769230769231,27003,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.15893082563877,0.04,0.490384615384615,27742,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.101178147197,0.03,0.461538461538462,34738,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.372809590845959,0.05,0.317307692307692,6112,1,296376.0,2,3,1,5,1620,1675,1340,2,1
1.05224720085923,0.16,0.413461538461538,8794,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.16352355639761,0.06,0.519230769230769,3264,1,531000.0,2,4,1,5,1735,1530,1335,2,1
0.986462108495418,0.17,0.394230769230769,34738,3,453800.0,6,4,0,6,1790,1635,1720,3,1
1.03526894262965,0.07,0.403846153846154,5410,1,531000.0,2,4,1,5,1735,1530,1335,2,1
0.043894626546557,0.0,0.403846153846154,35036,1,242160.0,2,3,1,5,1515,1475,1185,0,1
1.06256345809304,0.16,0.490384615384615,8794,3,453800.0,6,4,0,6,1790,1635,1720,3,1
1.06778161136339,0.12,0.663461538461538,8794,1,531000.0,2,4,1,5,1735,1530,1335,2,1
0.663083533265933,0.13,0.557692307692308,34738,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.394056948835705,0.06,0.326923076923077,8794,1,296376.0,2,3,1,5,1620,1675,1340,2,1
1.0166602068987,0.12,0.75,8794,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.1502209335906,0.13,0.711538461538462,34791,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.03778911452333,0.08,0.480769230769231,4076,4,355080.0,2,4,1,5,1755,1523,1490,5,1
0.582665516138697,0.01,0.326923076923077,4076,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.15334620385741,0.12,0.403846153846154,7788,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.13086218348386,0.04,0.375,34791,1,531000.0,2,4,1,5,1735,1530,1335,2,1
0.906400934697973,0.0,0.490384615384615,6108,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.497496422045577,0.13,0.538461538461538,8794,5,352404.0,2,4,1,5,1695,1501,1051,4,1
1.03582033262775,0.02,0.721153846153846,4076,1,531000.0,2,4,1,5,1735,1530,1335,2,1
0.269767365150336,0.01,0.576923076923077,4076,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.288482365264019,0.1,0.586538461538462,8794,1,296376.0,2,3,1,5,1620,1675,1340,2,1
0.140921222485414,0.0,0.5,4076,1,242160.0,2,3,1,5,1515,1475,1185,0,1
1.22575785895608,0.11,0.605769230769231,34791,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.18500833171055,0.08,0.605769230769231,35036,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.12632971877363,0.13,0.375,27003,1,531000.0,2,4,1,5,1735,1530,1335,2,1
0.172015907328577,0.12,0.355769230769231,27003,1,296376.0,2,3,1,5,1620,1675,1340,2,1
0.437900134781835,0.0,0.298076923076923,6108,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.523174601107076,0.0,0.413461538461538,4990,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.08817608860494,0.02,0.317307692307692,8794,1,296376.0,2,3,1,5,1620,1675,1340,2,1
1.0563293329652,0.04,0.778846153846154,34738,2,368830.0,2,3,0,5,1579,1490,1155,2,1
1.02591907046408,0.02,0.307692307692308,17804,5,352404.0,2,4,1,5,1695,1501,1051,4,1
0.690102816696891,0.14,0.365384615384615,17804,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.337050344520586,0.0,0.461538461538462,34738,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.868444234189814,0.03,0.346153846153846,5410,1,370080.0,1,4,1,5,1475,1825,1510,0,1
0.294343099803827,0.0,0.365384615384615,21622,1,242160.0,2,3,1,5,1515,1475,1185,0,1
1.23954658154306,0.11,0.730769230769231,27003,1,531000.0,2,4,1,5,1735,1530,1335,2,1
0.516218126369572,0.05,0.375,8794,1,531000.0,2,4,1,5,1735,1530,1335,2,1
0.428609330125952,0.1,0.605769230769231,7788,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.040337022972434,0.0,0.375,6112,1,242160.0,2,3,1,5,1515,1475,1185,0,1
1.1166048018678,0.05,0.701923076923077,290,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.121390769424291,0.13,0.432692307692308,27003,1,531000.0,6,4,0,5,1745,1500,1410,0,1
0.105491119641346,0.03,0.519230769230769,34738,1,296376.0,2,3,1,5,1620,1675,1340,2,1
0.680735322988975,0.12,0.490384615384615,8794,1,531000.0,2,4,1,5,1735,1530,1335,2,1
0.020178470747973,0.12,0.451923076923077,34791,2,368830.0,2,3,0,5,1579,1490,1155,2,1
0.747232407205825,0.03,0.711538461538462,27003,1,531000.0,6,4,0,5,1745,1500,1410,0,1
0.23898227039023,0.12,0.423076923076923,21622,1,531000.0,2,4,1,5,1735,1530,1335,2,1
0.615125655101609,0.0,0.480769230769231,7788,4,355080.0,2,4,1,5,1755,1523,1490,5,1
0.291858371110921,0.03,0.403846153846154,6112,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.979710063824179,0.06,0.538461538461538,4076,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.776360307461689,0.0,0.653846153846154,35036,1,242160.0,2,3,1,5,1515,1475,1185,0,1
1.24637080676083,0.04,0.480769230769231,27742,3,453800.0,6,4,0,6,1790,1635,1720,3,1
1.01368454999326,0.2,0.701923076923077,34738,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.02287811479768,0.09,0.413461538461538,34738,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.19054590913052,0.1,0.403846153846154,34791,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.201998024531819,0.15,0.365384615384615,27003,3,453800.0,6,4,0,6,1790,1635,1720,3,1
1.08759949425433,0.13,0.432692307692308,34738,4,355080.0,2,4,1,5,1755,1523,1490,5,1
1.11620205738783,0.06,0.288461538461538,8794,1,531000.0,6,4,0,5,1745,1500,1410,0,1
0.386911308982475,0.03,0.567307692307692,27003,1,531000.0,2,4,1,5,1735,1530,1335,2,1
0.847226123016176,0.01,0.576923076923077,34738,1,242160.0,2,3,1,5,1515,1475,1185,0,1
1.10700680570435,0.07,0.317307692307692,8794,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.021524358346143,0.0,0.5,34738,1,242160.0,2,3,1,5,1515,1475,1185,0,1
1.04506003347085,0.03,0.615384615384615,8794,1,531000.0,2,4,1,5,1735,1530,1335,2,1
0.497924867413343,0.13,0.615384615384615,5410,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.869791196432354,0.05,0.355769230769231,8794,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.12360942731494,0.05,0.298076923076923,27003,3,453800.0,6,4,0,6,1790,1635,1720,3,1
1.0245333790403,0.01,0.5,27003,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.18768607990633,0.02,0.490384615384615,290,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.889918970800394,0.05,0.355769230769231,27003,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.00729716508397,0.04,0.596153846153846,8794,2,368830.0,2,3,0,5,1579,1490,1155,2,1
0.778386985524329,0.13,0.326923076923077,27003,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.071911079639968,0.0,0.480769230769231,4076,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.844213295255715,0.06,0.336538461538461,73430,2,368830.0,2,3,0,5,1579,1490,1155,2,1
0.728567679169146,0.05,0.519230769230769,34738,1,242160.0,2,3,1,5,1515,1475,1185,0,1
1.16956946745143,0.03,0.653846153846154,8794,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.076780220018618,0.0,0.509615384615385,27003,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.206320746716018,0.15,0.288461538461538,8794,1,531000.0,2,4,1,5,1735,1530,1335,2,1
0.653440714764904,0.01,0.480769230769231,27003,4,355080.0,2,4,1,5,1755,1523,1490,5,1
0.83968899740144,0.05,0.375,34738,1,296376.0,2,3,1,5,1620,1675,1340,2,1
0.741344543651984,0.1,0.355769230769231,8794,1,242160.0,2,3,1,5,1515,1475,1185,0,1
1.0841397914349,0.13,0.519230769230769,8794,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.32964821905338,0.17,0.596153846153846,34738,1,531000.0,6,4,0,5,1745,1500,1410,0,1
0.05853330843545,0.0,0.384615384615385,13051,1,242160.0,2,3,1,5,1515,1475,1185,0,1
1.036047413378,0.09,0.413461538461538,8794,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.07934899432876,0.06,0.346153846153846,8794,2,368830.0,2,3,0,5,1579,1490,1155,2,1
0.333967281483,0.04,0.384615384615385,4076,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.087083916473292,0.0,0.759615384615385,7788,1,242160.0,2,3,1,5,1515,1475,1185,0,1
1.12288024617348,0.1,0.605769230769231,7788,1,296376.0,2,3,1,5,1620,1675,1340,2,1
0.783146521947421,0.17,0.557692307692308,8794,3,453800.0,6,4,0,6,1790,1635,1720,3,1
1.09793972075393,0.04,0.548076923076923,27742,3,453800.0,6,4,0,6,1790,1635,1720,3,1
1.02454377067062,0.01,0.5,4076,1,242160.0,2,3,1,5,1515,1475,1185,0,1
1.01288735298429,0.02,0.423076923076923,7788,1,370080.0,1,4,1,5,1475,1825,1510,0,1
0.118678470444057,0.0,0.298076923076923,73430,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.753738180175121,0.12,0.442307692307692,27003,3,453800.0,6,4,0,6,1790,1635,1720,3,1
1.01288199392998,0.03,0.653846153846154,17804,1,531000.0,2,4,1,5,1735,1530,1335,2,1
0.794546098198343,0.0,0.663461538461538,34738,1,242160.0,2,3,1,5,1515,1475,1185,0,1
1.06284757361823,0.14,0.480769230769231,7788,3,453800.0,6,4,0,6,1790,1635,1720,3,1
1.0365925221699,0.11,0.663461538461538,4076,1,531000.0,6,4,0,5,1745,1500,1410,0,1
1.23624583269289,0.05,0.509615384615385,8794,3,453800.0,6,4,0,6,1790,1635,1720,3,1
1.06571519892201,0.04,0.769230769230769,8794,1,531000.0,2,4,1,5,1735,1530,1335,2,1
0.375379330138665,0.0,0.471153846153846,6108,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.180652809798546,0.14,0.451923076923077,27003,2,368830.0,2,3,0,5,1579,1490,1155,2,1
1.00581395723461,0.07,0.528846153846154,8794,5,352404.0,2,4,1,5,1695,1501,1051,4,1
0.358542729861435,0.06,0.307692307692308,8794,3,453800.0,6,4,0,6,1790,1635,1720,3,1
1.13966365574524,0.02,0.721153846153846,7788,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.22911356068664,0.12,0.461538461538462,13051,1,531000.0,2,4,1,5,1735,1530,1335,2,1
0.389856512723889,0.1,0.663461538461538,8794,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.06672527418516,0.11,0.701923076923077,8794,1,531000.0,2,4,1,5,1735,1530,1335,2,1
0.529389769839912,0.05,0.423076923076923,34738,2,368830.0,2,3,0,5,1579,1490,1155,2,1
0.375669785846799,0.04,0.788461538461538,6112,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.244877029095058,0.04,0.480769230769231,21622,3,453800.0,6,4,0,6,1790,1635,1720,3,1
1.00124422442015,0.06,0.442307692307692,27003,1,242160.0,2,3,1,5,1515,1475,1185,0,1
1.11622100500877,0.03,0.692307692307692,8794,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.05616344835405,0.05,0.461538461538462,7788,4,355080.0,2,4,1,5,1755,1523,1490,5,1
1.11857788890171,0.01,0.528846153846154,8794,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.108673894399939,0.0,0.432692307692308,8794,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.22760780892722,0.03,0.490384615384615,13051,1,242160.0,2,3,1,5,1515,1475,1185,0,1
1.07921197515842,0.01,0.326923076923077,27003,5,352404.0,2,4,1,5,1695,1501,1051,4,1
1.04355156282121,0.1,0.403846153846154,8794,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.515733660105753,0.03,0.355769230769231,4076,4,355080.0,2,4,1,5,1755,1523,1490,5,1
0.174603619972128,0.0,0.394230769230769,4990,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.211290374689486,0.0,0.451923076923077,6112,1,242160.0,2,3,1,5,1515,1475,1185,0,1
1.00513036384213,0.08,0.307692307692308,4076,1,531000.0,2,4,1,5,1735,1530,1335,2,1
0.946166738931018,0.02,0.394230769230769,4076,1,242160.0,2,3,1,5,1515,1475,1185,0,1
1.15609537338913,0.09,0.375,8794,5,352404.0,2,4,1,5,1695,1501,1051,4,1
1.24724671267001,0.07,0.509615384615385,7788,1,531000.0,2,4,1,5,1735,1530,1335,2,1
0.09211269769241,0.02,0.548076923076923,5410,1,531000.0,2,4,1,5,1735,1530,1335,2,1
0.296308399872211,0.1,0.346153846153846,7788,3,453800.0,6,4,0,6,1790,1635,1720,3,1
1.19042019528927,0.33,0.451923076923077,8794,1,531000.0,6,4,0,5,1745,1500,1410,0,1
0.584100096419511,0.02,0.471153846153846,290,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.097021832501516,0.0,0.461538461538462,4076,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.682935134336496,0.11,0.471153846153846,34738,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.622155355598283,0.14,0.480769230769231,4076,1,370080.0,1,4,1,5,1475,1825,1510,0,1
0.704901194813325,0.06,0.307692307692308,4076,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.253562652196016,0.05,0.798076923076923,8794,5,352404.0,2,4,1,5,1695,1501,1051,4,1
0.041770604642107,0.07,0.307692307692308,17804,3,453800.0,6,4,0,6,1790,1635,1720,3,1
1.23268877950539,0.05,0.711538461538462,34738,3,453800.0,6,4,0,6,1790,1635,1720,3,1
1.18717785595632,0.11,0.663461538461538,34791,1,531000.0,2,4,1,5,1735,1530,1335,2,1
0.941935716495771,0.0,0.673076923076923,34738,1,242160.0,2,3,1,5,1515,1475,1185,0,1
1.1710706646098,0.1,0.355769230769231,8794,1,531000.0,2,4,1,5,1735,1530,1335,2,1
0.023717741585886,0.04,0.403846153846154,7788,1,296376.0,2,3,1,5,1620,1675,1340,2,1
1.13501096436805,0.06,0.596153846153846,7788,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.03430833567496,0.1,0.365384615384615,8794,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.437946750463105,0.0,0.365384615384615,8794,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.01772394540756,0.06,0.538461538461538,8794,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.166105290718189,0.18,0.5,5410,1,370080.0,1,4,1,5,1475,1825,1510,0,1
0.604611308473594,0.08,0.538461538461538,34738,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.21384986011397,0.03,0.298076923076923,7788,5,352404.0,2,4,1,5,1695,1501,1051,4,1
1.1949116875121,0.13,0.355769230769231,27003,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.728736423537659,0.01,0.346153846153846,8794,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.460278508672181,0.0,0.423076923076923,21622,1,242160.0,2,3,1,5,1515,1475,1185,0,1
0.991843327372701,0.0,0.576923076923077,73430,1,242160.0,2,3,1,5,1515,1475,1185,0,1
1.11269496344013,0.02,0.567307692307692,8794,1,531000.0,2,4,1,5,1735,1530,1335,2,1
0.423133300047428,0.0,0.288461538461538,4076,1,242160.0,2,3,1,5,1515,1475,1185,0,1
1.05062321244104,0.06,0.307692307692308,8794,3,453800.0,6,4,0,6,1790,1635,1720,3,1
1.01275349561066,0.07,0.423076923076923,8794,3,453800.0,6,4,0,6,1790,1635,1720,3,1
1.1825840939994,0.17,0.778846153846154,7788,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.15524606985134,0.02,0.355769230769231,73430,1,242160.0,2,3,1,5,1515,1475,1185,0,1
1.01861870406966,0.06,0.596153846153846,34738,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.20199985179629,0.03,0.567307692307692,7788,3,453800.0,6,4,0,6,1790,1635,1720,3,1
1.00239406936932,0.09,0.442307692307692,27742,1,531000.0,6,4,0,5,1745,1500,1410,0,1
1.05049437305399,0.13,0.384615384615385,27003,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.95028156617113,0.1,0.490384615384615,27003,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.07266967020566,0.08,0.461538461538462,27003,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.01244951508892,0.11,0.365384615384615,4076,1,531000.0,2,4,1,5,1735,1530,1335,2,1
1.15854243842718,0.21,0.701923076923077,6108,3,453800.0,6,4,0,6,1790,1635,1720,3,1
1.07013396440153,0.01,0.509615384615385,4076,1,296376.0,2,3,1,5,1620,1675,1340,2,1
0.164587995580542,0.11,0.461538461538462,8794,3,453800.0,6,4,0,6,1790,1635,1720,3,1
0.093530064010567,0.09,0.509615384615385,34738,3,453800.0,6,4,0,6,1790,1635,1720,3,1
1.10929266566111,0.11,0.423076923076923,7788,3,453800.0,6,4,0,6,1790,1635,1720,3,1
1.09733601446163,0.01,0.548076923076923,17804,1,296376.0,2,3,1,5,1620,1675,1340,2,1
1.06661511689892,0.06,0.451923076923077,8794,3,453800.0,6,4,0,6,1790,1635,1720,3,1
1.16963240750742,0.07,0.423076923076923,27003,2,368830.0,2,3,0,5,1579,1490,1155,2,1
0.395915886454689,0.16,0.480769230769231,8794,3,453800.0,6,4,0,6,1790,1635,1720,3,1
